ward,year,specimen_type,organism_clean,antibiotic_canon,n_S,n_I,n_R,n_tested,pct_S,pct_I,pct_R,pct_nonS
ATI,2023,blood,staphylococcus capitis,clindamycin,3,0,0,3,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus capitis,erythromycin,3,0,0,3,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus capitis,gentamicin,2,0,0,2,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus capitis,imipenem_cilastatin,2,0,0,2,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus capitis,linezolid,3,0,0,3,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus capitis,netilmicin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus capitis,ofloxacin,3,0,0,3,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus capitis,oxacillin,3,0,0,3,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus capitis,penicillin,0,0,3,3,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus capitis,piperacillin,2,0,0,2,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus capitis,piperacillin_tazobactam,2,0,0,2,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus capitis,rifampicin,3,0,0,3,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus capitis,teicoplanin,3,0,0,3,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus capitis,tigecycline,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus capitis,trimethoprim_sulfamethoxazole,2,0,0,2,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus capitis,vancomycin,3,0,0,3,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus epidermidis,amikacin,0,0,1,1,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus epidermidis,amoxicillin,0,0,24,24,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus epidermidis,amoxicillin_clavulanate,8,0,29,37,0.21621621621621623,0.0,0.7837837837837838,0.7837837837837838
ATI,2023,blood,staphylococcus epidermidis,ampicillin,0,0,35,35,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus epidermidis,ampicillin_sulbactam,0,0,16,16,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus epidermidis,azithromycin,3,0,2,5,0.6,0.0,0.4,0.4
ATI,2023,blood,staphylococcus epidermidis,cefazolin,4,0,8,12,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
ATI,2023,blood,staphylococcus epidermidis,cefepime,8,0,18,26,0.3076923076923077,0.0,0.6923076923076923,0.6923076923076923
ATI,2023,blood,staphylococcus epidermidis,cefotaxime,8,0,19,27,0.2962962962962963,0.0,0.7037037037037037,0.7037037037037037
ATI,2023,blood,staphylococcus epidermidis,cefoxitin,0,0,10,10,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus epidermidis,ceftazidime,0,0,10,10,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus epidermidis,ceftriaxone,8,0,18,26,0.3076923076923077,0.0,0.6923076923076923,0.6923076923076923
ATI,2023,blood,staphylococcus epidermidis,cefuroxime,0,0,18,18,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus epidermidis,chloramphenicol,18,0,10,28,0.6428571428571429,0.0,0.35714285714285715,0.35714285714285715
ATI,2023,blood,staphylococcus epidermidis,ciprofloxacin,12,2,21,35,0.34285714285714286,0.05714285714285714,0.6,0.6571428571428571
ATI,2023,blood,staphylococcus epidermidis,clindamycin,19,0,24,43,0.4418604651162791,0.0,0.5581395348837209,0.5581395348837209
ATI,2023,blood,staphylococcus epidermidis,ertapenem,0,0,4,4,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus epidermidis,erythromycin,13,0,33,46,0.2826086956521739,0.0,0.717391304347826,0.717391304347826
ATI,2023,blood,staphylococcus epidermidis,gentamicin,16,0,21,37,0.43243243243243246,0.0,0.5675675675675675,0.5675675675675675
ATI,2023,blood,staphylococcus epidermidis,imipenem_cilastatin,6,0,19,25,0.24,0.0,0.76,0.76
ATI,2023,blood,staphylococcus epidermidis,levofloxacin,0,0,2,2,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus epidermidis,linezolid,36,0,4,40,0.9,0.0,0.1,0.1
ATI,2023,blood,staphylococcus epidermidis,meropenem,0,0,8,8,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus epidermidis,moxifloxacin,0,0,2,2,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus epidermidis,netilmicin,13,0,0,13,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus epidermidis,ofloxacin,15,2,24,41,0.36585365853658536,0.04878048780487805,0.5853658536585366,0.6341463414634146
ATI,2023,blood,staphylococcus epidermidis,oxacillin,9,0,34,43,0.20930232558139536,0.0,0.7906976744186046,0.7906976744186046
ATI,2023,blood,staphylococcus epidermidis,penicillin,0,0,39,39,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus epidermidis,piperacillin,8,0,29,37,0.21621621621621623,0.0,0.7837837837837838,0.7837837837837838
ATI,2023,blood,staphylococcus epidermidis,piperacillin_tazobactam,8,0,29,37,0.21621621621621623,0.0,0.7837837837837838,0.7837837837837838
ATI,2023,blood,staphylococcus epidermidis,quinupristin_dalfopristin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus epidermidis,rifampicin,33,0,13,46,0.717391304347826,0.0,0.2826086956521739,0.2826086956521739
ATI,2023,blood,staphylococcus epidermidis,teicoplanin,45,0,0,45,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus epidermidis,tigecycline,15,0,0,15,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus epidermidis,trimethoprim_sulfamethoxazole,30,1,14,45,0.6666666666666666,0.022222222222222223,0.3111111111111111,0.3333333333333333
ATI,2023,blood,staphylococcus epidermidis,vancomycin,41,0,0,41,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus haemolyticus,amoxicillin,0,0,2,2,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus haemolyticus,amoxicillin_clavulanate,0,0,6,6,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus haemolyticus,ampicillin,0,0,6,6,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus haemolyticus,ampicillin_sulbactam,0,0,4,4,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus haemolyticus,azithromycin,0,0,1,1,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus haemolyticus,cefazolin,1,0,3,4,0.25,0.0,0.75,0.75
ATI,2023,blood,staphylococcus haemolyticus,cefepime,0,0,2,2,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus haemolyticus,cefotaxime,0,0,1,1,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus haemolyticus,cefoxitin,0,0,4,4,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus haemolyticus,ceftazidime,0,0,4,4,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus haemolyticus,ceftriaxone,0,0,1,1,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus haemolyticus,cefuroxime,0,0,5,5,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus haemolyticus,chloramphenicol,5,0,3,8,0.625,0.0,0.375,0.375
ATI,2023,blood,staphylococcus haemolyticus,ciprofloxacin,1,0,9,10,0.1,0.0,0.9,0.9
ATI,2023,blood,staphylococcus haemolyticus,clindamycin,1,0,9,10,0.1,0.0,0.9,0.9
ATI,2023,blood,staphylococcus haemolyticus,ertapenem,0,0,1,1,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus haemolyticus,erythromycin,0,0,10,10,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus haemolyticus,gentamicin,1,0,9,10,0.1,0.0,0.9,0.9
ATI,2023,blood,staphylococcus haemolyticus,imipenem_cilastatin,0,0,2,2,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus haemolyticus,linezolid,8,0,0,8,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus haemolyticus,meropenem,0,0,1,1,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus haemolyticus,ofloxacin,1,0,9,10,0.1,0.0,0.9,0.9
ATI,2023,blood,staphylococcus haemolyticus,oxacillin,1,0,9,10,0.1,0.0,0.9,0.9
ATI,2023,blood,staphylococcus haemolyticus,penicillin,0,0,6,6,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus haemolyticus,piperacillin,0,0,6,6,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus haemolyticus,piperacillin_tazobactam,0,0,6,6,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus haemolyticus,rifampicin,1,0,8,9,0.1111111111111111,0.0,0.8888888888888888,0.8888888888888888
ATI,2023,blood,staphylococcus haemolyticus,teicoplanin,9,0,0,9,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus haemolyticus,trimethoprim_sulfamethoxazole,2,0,8,10,0.2,0.0,0.8,0.8
ATI,2023,blood,staphylococcus haemolyticus,vancomycin,10,0,0,10,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus hominis,amoxicillin,0,0,7,7,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus hominis,amoxicillin_clavulanate,8,0,18,26,0.3076923076923077,0.0,0.6923076923076923,0.6923076923076923
ATI,2023,blood,staphylococcus hominis,ampicillin,1,0,15,16,0.0625,0.0,0.9375,0.9375
ATI,2023,blood,staphylococcus hominis,ampicillin_sulbactam,1,0,9,10,0.1,0.0,0.9,0.9
ATI,2023,blood,staphylococcus hominis,azithromycin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus hominis,cefazolin,3,0,6,9,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
ATI,2023,blood,staphylococcus hominis,cefepime,7,0,9,16,0.4375,0.0,0.5625,0.5625
ATI,2023,blood,staphylococcus hominis,cefotaxime,7,0,9,16,0.4375,0.0,0.5625,0.5625
ATI,2023,blood,staphylococcus hominis,cefoxitin,1,0,8,9,0.1111111111111111,0.0,0.8888888888888888,0.8888888888888888
ATI,2023,blood,staphylococcus hominis,ceftazidime,1,0,9,10,0.1,0.0,0.9,0.9
ATI,2023,blood,staphylococcus hominis,ceftriaxone,7,0,9,16,0.4375,0.0,0.5625,0.5625
ATI,2023,blood,staphylococcus hominis,cefuroxime,2,0,10,12,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334
ATI,2023,blood,staphylococcus hominis,chloramphenicol,15,0,5,20,0.75,0.0,0.25,0.25
ATI,2023,blood,staphylococcus hominis,ciprofloxacin,14,1,10,25,0.56,0.04,0.4,0.44
ATI,2023,blood,staphylococcus hominis,clindamycin,14,0,10,24,0.5833333333333334,0.0,0.4166666666666667,0.4166666666666667
ATI,2023,blood,staphylococcus hominis,erythromycin,6,0,20,26,0.23076923076923078,0.0,0.7692307692307693,0.7692307692307693
ATI,2023,blood,staphylococcus hominis,gentamicin,17,0,7,24,0.7083333333333334,0.0,0.2916666666666667,0.2916666666666667
ATI,2023,blood,staphylococcus hominis,imipenem_cilastatin,7,0,8,15,0.4666666666666667,0.0,0.5333333333333333,0.5333333333333333
ATI,2023,blood,staphylococcus hominis,linezolid,23,0,1,24,0.9583333333333334,0.0,0.041666666666666664,0.041666666666666664
ATI,2023,blood,staphylococcus hominis,meropenem,1,0,1,2,0.5,0.0,0.5,0.5
ATI,2023,blood,staphylococcus hominis,netilmicin,8,0,0,8,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus hominis,ofloxacin,14,1,11,26,0.5384615384615384,0.038461538461538464,0.4230769230769231,0.46153846153846156
ATI,2023,blood,staphylococcus hominis,oxacillin,8,0,16,24,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
ATI,2023,blood,staphylococcus hominis,penicillin,0,0,22,22,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus hominis,piperacillin,8,0,18,26,0.3076923076923077,0.0,0.6923076923076923,0.6923076923076923
ATI,2023,blood,staphylococcus hominis,piperacillin_tazobactam,8,0,18,26,0.3076923076923077,0.0,0.6923076923076923,0.6923076923076923
ATI,2023,blood,staphylococcus hominis,rifampicin,20,0,6,26,0.7692307692307693,0.0,0.23076923076923078,0.23076923076923078
ATI,2023,blood,staphylococcus hominis,teicoplanin,26,0,0,26,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus hominis,tigecycline,6,0,0,6,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus hominis,trimethoprim_sulfamethoxazole,14,0,10,24,0.5833333333333334,0.0,0.4166666666666667,0.4166666666666667
ATI,2023,blood,staphylococcus hominis,vancomycin,26,0,0,26,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus simulans,amoxicillin,0,0,2,2,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus simulans,amoxicillin_clavulanate,0,0,4,4,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus simulans,ampicillin,0,0,3,3,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus simulans,ampicillin_sulbactam,0,0,1,1,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus simulans,azithromycin,0,0,1,1,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus simulans,cefazolin,0,0,4,4,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus simulans,cefepime,0,0,4,4,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus simulans,cefotaxime,0,0,4,4,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus simulans,ceftriaxone,0,0,4,4,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus simulans,cefuroxime,0,0,2,2,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus simulans,chloramphenicol,4,0,0,4,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus simulans,ciprofloxacin,0,0,4,4,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus simulans,clindamycin,3,0,2,5,0.6,0.0,0.4,0.4
ATI,2023,blood,staphylococcus simulans,erythromycin,2,0,3,5,0.4,0.0,0.6,0.6
ATI,2023,blood,staphylococcus simulans,gentamicin,3,0,1,4,0.75,0.0,0.25,0.25
ATI,2023,blood,staphylococcus simulans,imipenem_cilastatin,0,0,2,2,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus simulans,levofloxacin,0,0,1,1,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus simulans,linezolid,4,0,1,5,0.8,0.0,0.2,0.2
ATI,2023,blood,staphylococcus simulans,meropenem,0,0,2,2,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus simulans,netilmicin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus simulans,ofloxacin,0,0,5,5,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus simulans,oxacillin,0,0,5,5,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus simulans,penicillin,0,0,4,4,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus simulans,piperacillin,0,0,4,4,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus simulans,piperacillin_tazobactam,0,0,4,4,0.0,0.0,1.0,1.0
ATI,2023,blood,staphylococcus simulans,rifampicin,3,0,2,5,0.6,0.0,0.4,0.4
ATI,2023,blood,staphylococcus simulans,teicoplanin,3,0,0,3,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus simulans,tigecycline,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus simulans,trimethoprim_sulfamethoxazole,5,0,0,5,1.0,0.0,0.0,0.0
ATI,2023,blood,staphylococcus simulans,vancomycin,4,0,0,4,1.0,0.0,0.0,0.0
ATI,2023,blood,stenotrophomonas maltophilia,ceftazidime,0,0,2,2,0.0,0.0,1.0,1.0
ATI,2023,blood,stenotrophomonas maltophilia,chloramphenicol,2,0,0,2,1.0,0.0,0.0,0.0
ATI,2023,blood,stenotrophomonas maltophilia,trimethoprim_sulfamethoxazole,6,0,0,6,1.0,0.0,0.0,0.0
ATI,2023,blood,streptococ beta hemolitic de grup a,amoxicillin_clavulanate,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,blood,streptococ beta hemolitic de grup a,ampicillin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,blood,streptococ beta hemolitic de grup a,chloramphenicol,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,blood,streptococ beta hemolitic de grup a,clindamycin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,blood,streptococ beta hemolitic de grup a,erythromycin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,blood,streptococ beta hemolitic de grup a,linezolid,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,blood,streptococ beta hemolitic de grup a,meropenem,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,blood,streptococ beta hemolitic de grup a,penicillin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,blood,streptococ beta hemolitic de grup a,vancomycin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,acinetobacter baumannii,amikacin,1,0,23,24,0.041666666666666664,0.0,0.9583333333333334,0.9583333333333334
ATI,2023,other,acinetobacter baumannii,ampicillin,2,2,14,18,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.8888888888888888
ATI,2023,other,acinetobacter baumannii,ampicillin_sulbactam,2,2,14,18,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.8888888888888888
ATI,2023,other,acinetobacter baumannii,cefepime,0,0,18,18,0.0,0.0,1.0,1.0
ATI,2023,other,acinetobacter baumannii,cefotaxime,0,0,21,21,0.0,0.0,1.0,1.0
ATI,2023,other,acinetobacter baumannii,ceftazidime,0,0,21,21,0.0,0.0,1.0,1.0
ATI,2023,other,acinetobacter baumannii,ceftriaxone,0,0,10,10,0.0,0.0,1.0,1.0
ATI,2023,other,acinetobacter baumannii,chloramphenicol,0,0,1,1,0.0,0.0,1.0,1.0
ATI,2023,other,acinetobacter baumannii,ciprofloxacin,1,0,22,23,0.043478260869565216,0.0,0.9565217391304348,0.9565217391304348
ATI,2023,other,acinetobacter baumannii,colistin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,acinetobacter baumannii,doxycycline,22,0,1,23,0.9565217391304348,0.0,0.043478260869565216,0.043478260869565216
ATI,2023,other,acinetobacter baumannii,gentamicin,0,0,21,21,0.0,0.0,1.0,1.0
ATI,2023,other,acinetobacter baumannii,imipenem_cilastatin,0,0,17,17,0.0,0.0,1.0,1.0
ATI,2023,other,acinetobacter baumannii,levofloxacin,0,0,6,6,0.0,0.0,1.0,1.0
ATI,2023,other,acinetobacter baumannii,meropenem,1,0,22,23,0.043478260869565216,0.0,0.9565217391304348,0.9565217391304348
ATI,2023,other,acinetobacter baumannii,minocycline,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,acinetobacter baumannii,norfloxacin,0,0,1,1,0.0,0.0,1.0,1.0
ATI,2023,other,acinetobacter baumannii,ofloxacin,1,0,22,23,0.043478260869565216,0.0,0.9565217391304348,0.9565217391304348
ATI,2023,other,acinetobacter baumannii,piperacillin,0,0,18,18,0.0,0.0,1.0,1.0
ATI,2023,other,acinetobacter baumannii,piperacillin_tazobactam,0,0,18,18,0.0,0.0,1.0,1.0
ATI,2023,other,acinetobacter baumannii,tetracycline,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,acinetobacter baumannii,tigecycline,25,0,0,25,1.0,0.0,0.0,0.0
ATI,2023,other,acinetobacter baumannii,tobramycin,0,0,6,6,0.0,0.0,1.0,1.0
ATI,2023,other,acinetobacter baumannii,trimethoprim_sulfamethoxazole,1,0,23,24,0.041666666666666664,0.0,0.9583333333333334,0.9583333333333334
ATI,2023,other,corynebacterium striatum,ciprofloxacin,0,0,1,1,0.0,0.0,1.0,1.0
ATI,2023,other,corynebacterium striatum,clindamycin,0,0,1,1,0.0,0.0,1.0,1.0
ATI,2023,other,corynebacterium striatum,gentamicin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,corynebacterium striatum,linezolid,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,corynebacterium striatum,moxifloxacin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,corynebacterium striatum,ofloxacin,0,0,1,1,0.0,0.0,1.0,1.0
ATI,2023,other,corynebacterium striatum,penicillin,0,0,1,1,0.0,0.0,1.0,1.0
ATI,2023,other,corynebacterium striatum,rifampicin,0,0,1,1,0.0,0.0,1.0,1.0
ATI,2023,other,corynebacterium striatum,vancomycin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,enterococcus faecalis,amoxicillin_clavulanate,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,enterococcus faecalis,ampicillin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,enterococcus faecalis,ampicillin_sulbactam,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,enterococcus faecalis,chloramphenicol,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,enterococcus faecalis,ciprofloxacin,0,1,0,1,0.0,1.0,0.0,1.0
ATI,2023,other,enterococcus faecalis,erythromycin,0,0,1,1,0.0,0.0,1.0,1.0
ATI,2023,other,enterococcus faecalis,gentamicin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,enterococcus faecalis,linezolid,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,enterococcus faecalis,ofloxacin,0,1,0,1,0.0,1.0,0.0,1.0
ATI,2023,other,enterococcus faecalis,penicillin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,enterococcus faecalis,piperacillin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,enterococcus faecalis,piperacillin_tazobactam,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,enterococcus faecalis,rifampicin,0,1,0,1,0.0,1.0,0.0,1.0
ATI,2023,other,enterococcus faecalis,teicoplanin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,enterococcus faecalis,vancomycin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,enterococcus faecium,amoxicillin,1,0,1,2,0.5,0.0,0.5,0.5
ATI,2023,other,enterococcus faecium,amoxicillin_clavulanate,1,0,2,3,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
ATI,2023,other,enterococcus faecium,ampicillin,1,0,2,3,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
ATI,2023,other,enterococcus faecium,ampicillin_sulbactam,1,0,1,2,0.5,0.0,0.5,0.5
ATI,2023,other,enterococcus faecium,chloramphenicol,2,0,0,2,1.0,0.0,0.0,0.0
ATI,2023,other,enterococcus faecium,ciprofloxacin,1,0,2,3,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
ATI,2023,other,enterococcus faecium,erythromycin,0,0,3,3,0.0,0.0,1.0,1.0
ATI,2023,other,enterococcus faecium,gentamicin,1,0,1,2,0.5,0.0,0.5,0.5
ATI,2023,other,enterococcus faecium,linezolid,3,0,0,3,1.0,0.0,0.0,0.0
ATI,2023,other,enterococcus faecium,ofloxacin,1,0,2,3,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
ATI,2023,other,enterococcus faecium,penicillin,1,0,2,3,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
ATI,2023,other,enterococcus faecium,piperacillin,1,0,1,2,0.5,0.0,0.5,0.5
ATI,2023,other,enterococcus faecium,piperacillin_tazobactam,1,0,1,2,0.5,0.0,0.5,0.5
ATI,2023,other,enterococcus faecium,rifampicin,1,0,2,3,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
ATI,2023,other,enterococcus faecium,teicoplanin,3,0,0,3,1.0,0.0,0.0,0.0
ATI,2023,other,enterococcus faecium,vancomycin,3,0,0,3,1.0,0.0,0.0,0.0
ATI,2023,other,escherichia coli,amikacin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,escherichia coli,amoxicillin_clavulanate,0,0,2,2,0.0,0.0,1.0,1.0
ATI,2023,other,escherichia coli,ampicillin,0,0,3,3,0.0,0.0,1.0,1.0
ATI,2023,other,escherichia coli,cefepime,1,0,1,2,0.5,0.0,0.5,0.5
ATI,2023,other,escherichia coli,cefotaxime,1,0,1,2,0.5,0.0,0.5,0.5
ATI,2023,other,escherichia coli,ceftazidime,1,0,2,3,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
ATI,2023,other,escherichia coli,ceftazidime_avibactam,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,escherichia coli,cefuroxime,1,0,2,3,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666
ATI,2023,other,escherichia coli,ciprofloxacin,1,0,1,2,0.5,0.0,0.5,0.5
ATI,2023,other,escherichia coli,doxycycline,0,0,2,2,0.0,0.0,1.0,1.0
ATI,2023,other,escherichia coli,gentamicin,2,0,1,3,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
ATI,2023,other,escherichia coli,imipenem_cilastatin,2,0,0,2,1.0,0.0,0.0,0.0
ATI,2023,other,escherichia coli,meropenem,2,0,0,2,1.0,0.0,0.0,0.0
ATI,2023,other,escherichia coli,minocycline,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,escherichia coli,norfloxacin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,escherichia coli,ofloxacin,1,0,1,2,0.5,0.0,0.5,0.5
ATI,2023,other,escherichia coli,piperacillin,1,1,1,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666
ATI,2023,other,escherichia coli,piperacillin_tazobactam,1,1,1,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666
ATI,2023,other,escherichia coli,tigecycline,2,0,0,2,1.0,0.0,0.0,0.0
ATI,2023,other,klebsiella aerogenes,amikacin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,klebsiella aerogenes,amoxicillin,0,0,1,1,0.0,0.0,1.0,1.0
ATI,2023,other,klebsiella aerogenes,amoxicillin_clavulanate,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,klebsiella aerogenes,ampicillin,0,0,1,1,0.0,0.0,1.0,1.0
ATI,2023,other,klebsiella aerogenes,cefepime,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,klebsiella aerogenes,cefotaxime,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,klebsiella aerogenes,ceftazidime,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,klebsiella aerogenes,cefuroxime,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,klebsiella aerogenes,ciprofloxacin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,klebsiella aerogenes,gentamicin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,klebsiella aerogenes,imipenem_cilastatin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,klebsiella aerogenes,meropenem,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,klebsiella aerogenes,ofloxacin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,klebsiella aerogenes,piperacillin,1,0,0,1,1.0,0.0,0.0,0.0
ATI,2023,other,klebsiella aerogenes,piperacillin_tazobactam,1,0,0,1,1.0,0.0,0.0,0.0
