file,sheet,ward,antibiotic_raw,antibiotic_clean,antibiotic_canon
ATI_2020_H2.xlsx,Sheet1,ATI,Teicoplanin,teicoplanin,teicoplanin
ATI_2020_H2.xlsx,Sheet1,ATI,Tigeciclina,tigeciclina,tigecycline
ATI_2020_H2.xlsx,Sheet1,ATI,Amikacin,amikacin,amikacin
ATI_2020_H2.xlsx,Sheet1,ATI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
ATI_2020_H2.xlsx,Sheet1,ATI,Cefepime,cefepime,cefepime
ATI_2020_H2.xlsx,Sheet1,ATI,Cefoperazona / Sulbactam,cefoperazona sulbactam,cefoperazone_sulbactam
ATI_2020_H2.xlsx,Sheet1,ATI,Cefotaxime,cefotaxime,cefotaxime
ATI_2020_H2.xlsx,Sheet1,ATI,Ceftazidime,ceftazidime,ceftazidime
ATI_2020_H2.xlsx,Sheet1,ATI,Cefuroxime,cefuroxime,cefuroxime
ATI_2020_H2.xlsx,Sheet1,ATI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Fosfomicin,fosfomicin,fosfomycin
ATI_2020_H2.xlsx,Sheet1,ATI,Gentamicin,gentamicin,gentamicin
ATI_2020_H2.xlsx,Sheet1,ATI,Meropenem,meropenem,meropenem
ATI_2020_H2.xlsx,Sheet1,ATI,Norfloxacin,norfloxacin,norfloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Ofloxacin,ofloxacin,ofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin,piperacilin,piperacillin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
ATI_2020_H2.xlsx,Sheet1,ATI,Sulfamethoxazole / Trimethoprim,sulfamethoxazole trimethoprim,trimethoprim_sulfamethoxazole
ATI_2020_H2.xlsx,Sheet1,ATI,Amikacin,amikacin,amikacin
ATI_2020_H2.xlsx,Sheet1,ATI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
ATI_2020_H2.xlsx,Sheet1,ATI,Ampicillin,ampicillin,ampicillin
ATI_2020_H2.xlsx,Sheet1,ATI,Cefepime,cefepime,cefepime
ATI_2020_H2.xlsx,Sheet1,ATI,Cefoperazona / Sulbactam,cefoperazona sulbactam,cefoperazone_sulbactam
ATI_2020_H2.xlsx,Sheet1,ATI,Cefotaxime,cefotaxime,cefotaxime
ATI_2020_H2.xlsx,Sheet1,ATI,Ceftazidime,ceftazidime,ceftazidime
ATI_2020_H2.xlsx,Sheet1,ATI,Cefuroxime,cefuroxime,cefuroxime
ATI_2020_H2.xlsx,Sheet1,ATI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Fosfomicin,fosfomicin,fosfomycin
ATI_2020_H2.xlsx,Sheet1,ATI,Gentamicin,gentamicin,gentamicin
ATI_2020_H2.xlsx,Sheet1,ATI,Meropenem,meropenem,meropenem
ATI_2020_H2.xlsx,Sheet1,ATI,Nitrofurantoin,nitrofurantoin,nitrofurantoin
ATI_2020_H2.xlsx,Sheet1,ATI,Norfloxacin,norfloxacin,norfloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Ofloxacin,ofloxacin,ofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin,piperacilin,piperacillin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
ATI_2020_H2.xlsx,Sheet1,ATI,Sulfamethoxazole / Trimethoprim,sulfamethoxazole trimethoprim,trimethoprim_sulfamethoxazole
ATI_2020_H2.xlsx,Sheet1,ATI,Amikacin,amikacin,amikacin
ATI_2020_H2.xlsx,Sheet1,ATI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
ATI_2020_H2.xlsx,Sheet1,ATI,Ampicillin,ampicillin,ampicillin
ATI_2020_H2.xlsx,Sheet1,ATI,Cefepime,cefepime,cefepime
ATI_2020_H2.xlsx,Sheet1,ATI,Cefoperazona / Sulbactam,cefoperazona sulbactam,cefoperazone_sulbactam
ATI_2020_H2.xlsx,Sheet1,ATI,Ceftazidime,ceftazidime,ceftazidime
ATI_2020_H2.xlsx,Sheet1,ATI,Cefuroxime,cefuroxime,cefuroxime
ATI_2020_H2.xlsx,Sheet1,ATI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Fosfomicin,fosfomicin,fosfomycin
ATI_2020_H2.xlsx,Sheet1,ATI,Gentamicin,gentamicin,gentamicin
ATI_2020_H2.xlsx,Sheet1,ATI,Meropenem,meropenem,meropenem
ATI_2020_H2.xlsx,Sheet1,ATI,Norfloxacin,norfloxacin,norfloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Ofloxacin,ofloxacin,ofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin,piperacilin,piperacillin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
ATI_2020_H2.xlsx,Sheet1,ATI,Sulfamethoxazole / Trimethoprim,sulfamethoxazole trimethoprim,trimethoprim_sulfamethoxazole
ATI_2020_H2.xlsx,Sheet1,ATI,Amikacin,amikacin,amikacin
ATI_2020_H2.xlsx,Sheet1,ATI,Amoxicilina,amoxicilina,amoxicillin
ATI_2020_H2.xlsx,Sheet1,ATI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
ATI_2020_H2.xlsx,Sheet1,ATI,Ampicillin,ampicillin,ampicillin
ATI_2020_H2.xlsx,Sheet1,ATI,Ampicillin/sulbactam,ampicillin sulbactam,ampicillin_sulbactam
ATI_2020_H2.xlsx,Sheet1,ATI,Aztreonam,aztreonam,aztreonam
ATI_2020_H2.xlsx,Sheet1,ATI,Cefepime,cefepime,cefepime
ATI_2020_H2.xlsx,Sheet1,ATI,Cefoperazona / Sulbactam,cefoperazona sulbactam,cefoperazone_sulbactam
ATI_2020_H2.xlsx,Sheet1,ATI,Cefotaxime,cefotaxime,cefotaxime
ATI_2020_H2.xlsx,Sheet1,ATI,Ceftazidime,ceftazidime,ceftazidime
ATI_2020_H2.xlsx,Sheet1,ATI,Ceftazidime-Avibactam,ceftazidime avibactam,ceftazidime_avibactam
ATI_2020_H2.xlsx,Sheet1,ATI,Ceftriaxone,ceftriaxone,ceftriaxone
ATI_2020_H2.xlsx,Sheet1,ATI,Cefuroxime,cefuroxime,cefuroxime
ATI_2020_H2.xlsx,Sheet1,ATI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Colistin,colistin,colistin
ATI_2020_H2.xlsx,Sheet1,ATI,Fosfomicin,fosfomicin,fosfomycin
ATI_2020_H2.xlsx,Sheet1,ATI,Gentamicin,gentamicin,gentamicin
ATI_2020_H2.xlsx,Sheet1,ATI,Imipenem,imipenem,imipenem_cilastatin
ATI_2020_H2.xlsx,Sheet1,ATI,Levofloxacin,levofloxacin,levofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Meropenem,meropenem,meropenem
ATI_2020_H2.xlsx,Sheet1,ATI,Nitrofurantoin,nitrofurantoin,nitrofurantoin
ATI_2020_H2.xlsx,Sheet1,ATI,Norfloxacin,norfloxacin,norfloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Ofloxacin,ofloxacin,ofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin,piperacilin,piperacillin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
ATI_2020_H2.xlsx,Sheet1,ATI,Sulfamethoxazole / Trimethoprim,sulfamethoxazole trimethoprim,trimethoprim_sulfamethoxazole
ATI_2020_H2.xlsx,Sheet1,ATI,Tigeciclina,tigeciclina,tigecycline
ATI_2020_H2.xlsx,Sheet1,ATI,Tobramycin,tobramycin,tobramycin
ATI_2020_H2.xlsx,Sheet1,ATI,Amikacin,amikacin,amikacin
ATI_2020_H2.xlsx,Sheet1,ATI,Amoxicilina,amoxicilina,amoxicillin
ATI_2020_H2.xlsx,Sheet1,ATI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
ATI_2020_H2.xlsx,Sheet1,ATI,Ampicillin,ampicillin,ampicillin
ATI_2020_H2.xlsx,Sheet1,ATI,Ampicillin/sulbactam,ampicillin sulbactam,ampicillin_sulbactam
ATI_2020_H2.xlsx,Sheet1,ATI,Cefepime,cefepime,cefepime
ATI_2020_H2.xlsx,Sheet1,ATI,Cefoperazona / Sulbactam,cefoperazona sulbactam,cefoperazone_sulbactam
ATI_2020_H2.xlsx,Sheet1,ATI,Cefotaxime,cefotaxime,cefotaxime
ATI_2020_H2.xlsx,Sheet1,ATI,Ceftazidime,ceftazidime,ceftazidime
ATI_2020_H2.xlsx,Sheet1,ATI,Ceftriaxone,ceftriaxone,ceftriaxone
ATI_2020_H2.xlsx,Sheet1,ATI,Cefuroxime,cefuroxime,cefuroxime
ATI_2020_H2.xlsx,Sheet1,ATI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Fosfomicin,fosfomicin,fosfomycin
ATI_2020_H2.xlsx,Sheet1,ATI,Gentamicin,gentamicin,gentamicin
ATI_2020_H2.xlsx,Sheet1,ATI,Meropenem,meropenem,meropenem
ATI_2020_H2.xlsx,Sheet1,ATI,Nitrofurantoin,nitrofurantoin,nitrofurantoin
ATI_2020_H2.xlsx,Sheet1,ATI,Norfloxacin,norfloxacin,norfloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Ofloxacin,ofloxacin,ofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin,piperacilin,piperacillin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
ATI_2020_H2.xlsx,Sheet1,ATI,Sulfamethoxazole / Trimethoprim,sulfamethoxazole trimethoprim,trimethoprim_sulfamethoxazole
ATI_2020_H2.xlsx,Sheet1,ATI,Amikacin,amikacin,amikacin
ATI_2020_H2.xlsx,Sheet1,ATI,Aztreonam,aztreonam,aztreonam
ATI_2020_H2.xlsx,Sheet1,ATI,Cefepime,cefepime,cefepime
ATI_2020_H2.xlsx,Sheet1,ATI,Cefoperazona / Sulbactam,cefoperazona sulbactam,cefoperazone_sulbactam
ATI_2020_H2.xlsx,Sheet1,ATI,Ceftazidime,ceftazidime,ceftazidime
ATI_2020_H2.xlsx,Sheet1,ATI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Colistin,colistin,colistin
ATI_2020_H2.xlsx,Sheet1,ATI,Gentamicin,gentamicin,gentamicin
ATI_2020_H2.xlsx,Sheet1,ATI,Levofloxacin,levofloxacin,levofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Meropenem,meropenem,meropenem
ATI_2020_H2.xlsx,Sheet1,ATI,Norfloxacin,norfloxacin,norfloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Ofloxacin,ofloxacin,ofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin,piperacilin,piperacillin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
ATI_2020_H2.xlsx,Sheet1,ATI,Tobramycin,tobramycin,tobramycin
ATI_2020_H2.xlsx,Sheet1,ATI,Amikacin,amikacin,amikacin
ATI_2020_H2.xlsx,Sheet1,ATI,Aztreonam,aztreonam,aztreonam
ATI_2020_H2.xlsx,Sheet1,ATI,Cefepime,cefepime,cefepime
ATI_2020_H2.xlsx,Sheet1,ATI,Cefoperazona / Sulbactam,cefoperazona sulbactam,cefoperazone_sulbactam
ATI_2020_H2.xlsx,Sheet1,ATI,Ceftazidime,ceftazidime,ceftazidime
ATI_2020_H2.xlsx,Sheet1,ATI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Colistin,colistin,colistin
ATI_2020_H2.xlsx,Sheet1,ATI,Gentamicin,gentamicin,gentamicin
ATI_2020_H2.xlsx,Sheet1,ATI,Levofloxacin,levofloxacin,levofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Meropenem,meropenem,meropenem
ATI_2020_H2.xlsx,Sheet1,ATI,Netilmicin,netilmicin,netilmicin
ATI_2020_H2.xlsx,Sheet1,ATI,Norfloxacin,norfloxacin,norfloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Ofloxacin,ofloxacin,ofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin,piperacilin,piperacillin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
ATI_2020_H2.xlsx,Sheet1,ATI,Tobramycin,tobramycin,tobramycin
ATI_2020_H2.xlsx,Sheet1,ATI,Amoxicilina,amoxicilina,amoxicillin
ATI_2020_H2.xlsx,Sheet1,ATI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
ATI_2020_H2.xlsx,Sheet1,ATI,Ampicillin,ampicillin,ampicillin
ATI_2020_H2.xlsx,Sheet1,ATI,Cefepime,cefepime,cefepime
ATI_2020_H2.xlsx,Sheet1,ATI,Cefotaxime,cefotaxime,cefotaxime
ATI_2020_H2.xlsx,Sheet1,ATI,Cefoxitin,cefoxitin,cefoxitin
ATI_2020_H2.xlsx,Sheet1,ATI,Ceftriaxone,ceftriaxone,ceftriaxone
ATI_2020_H2.xlsx,Sheet1,ATI,Cefuroxime,cefuroxime,cefuroxime
ATI_2020_H2.xlsx,Sheet1,ATI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Gentamicin,gentamicin,gentamicin
ATI_2020_H2.xlsx,Sheet1,ATI,Imipenem,imipenem,imipenem_cilastatin
ATI_2020_H2.xlsx,Sheet1,ATI,Linezolid,linezolid,linezolid
ATI_2020_H2.xlsx,Sheet1,ATI,Nitrofurantoin,nitrofurantoin,nitrofurantoin
ATI_2020_H2.xlsx,Sheet1,ATI,Norfloxacin,norfloxacin,norfloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Ofloxacin,ofloxacin,ofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Oxacillin,oxacillin,oxacillin
ATI_2020_H2.xlsx,Sheet1,ATI,Penicillin,penicillin,penicillin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin,piperacilin,piperacillin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
ATI_2020_H2.xlsx,Sheet1,ATI,Rifampicin,rifampicin,rifampicin
ATI_2020_H2.xlsx,Sheet1,ATI,Sulfamethoxazole / Trimethoprim,sulfamethoxazole trimethoprim,trimethoprim_sulfamethoxazole
ATI_2020_H2.xlsx,Sheet1,ATI,Teicoplanin,teicoplanin,teicoplanin
ATI_2020_H2.xlsx,Sheet1,ATI,Tigeciclina,tigeciclina,tigecycline
ATI_2020_H2.xlsx,Sheet1,ATI,Vancomycin,vancomycin,vancomycin
ATI_2020_H2.xlsx,Sheet1,ATI,Amikacin,amikacin,amikacin
ATI_2020_H2.xlsx,Sheet1,ATI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
ATI_2020_H2.xlsx,Sheet1,ATI,Ampicillin,ampicillin,ampicillin
ATI_2020_H2.xlsx,Sheet1,ATI,Cefotaxime,cefotaxime,cefotaxime
ATI_2020_H2.xlsx,Sheet1,ATI,Ceftazidime,ceftazidime,ceftazidime
ATI_2020_H2.xlsx,Sheet1,ATI,Ceftazidime-Avibactam,ceftazidime avibactam,ceftazidime_avibactam
ATI_2020_H2.xlsx,Sheet1,ATI,Cefuroxime,cefuroxime,cefuroxime
ATI_2020_H2.xlsx,Sheet1,ATI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Gentamicin,gentamicin,gentamicin
ATI_2020_H2.xlsx,Sheet1,ATI,Meropenem,meropenem,meropenem
ATI_2020_H2.xlsx,Sheet1,ATI,Norfloxacin,norfloxacin,norfloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Ofloxacin,ofloxacin,ofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin,piperacilin,piperacillin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
ATI_2020_H2.xlsx,Sheet1,ATI,Sulfamethoxazole / Trimethoprim,sulfamethoxazole trimethoprim,trimethoprim_sulfamethoxazole
ATI_2020_H2.xlsx,Sheet1,ATI,Tigeciclina,tigeciclina,tigecycline
ATI_2020_H2.xlsx,Sheet1,ATI,Amikacin,amikacin,amikacin
ATI_2020_H2.xlsx,Sheet1,ATI,Amoxicilina,amoxicilina,amoxicillin
ATI_2020_H2.xlsx,Sheet1,ATI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
ATI_2020_H2.xlsx,Sheet1,ATI,Ampicillin,ampicillin,ampicillin
ATI_2020_H2.xlsx,Sheet1,ATI,Ampicillin/sulbactam,ampicillin sulbactam,ampicillin_sulbactam
ATI_2020_H2.xlsx,Sheet1,ATI,Cefepime,cefepime,cefepime
ATI_2020_H2.xlsx,Sheet1,ATI,Cefoperazona / Sulbactam,cefoperazona sulbactam,cefoperazone_sulbactam
ATI_2020_H2.xlsx,Sheet1,ATI,Cefotaxime,cefotaxime,cefotaxime
ATI_2020_H2.xlsx,Sheet1,ATI,Ceftazidime,ceftazidime,ceftazidime
ATI_2020_H2.xlsx,Sheet1,ATI,Ceftriaxone,ceftriaxone,ceftriaxone
ATI_2020_H2.xlsx,Sheet1,ATI,Cefuroxime,cefuroxime,cefuroxime
ATI_2020_H2.xlsx,Sheet1,ATI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Gentamicin,gentamicin,gentamicin
ATI_2020_H2.xlsx,Sheet1,ATI,Meropenem,meropenem,meropenem
ATI_2020_H2.xlsx,Sheet1,ATI,Norfloxacin,norfloxacin,norfloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Ofloxacin,ofloxacin,ofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin,piperacilin,piperacillin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
ATI_2020_H2.xlsx,Sheet1,ATI,Amikacin,amikacin,amikacin
ATI_2020_H2.xlsx,Sheet1,ATI,Aztreonam,aztreonam,aztreonam
ATI_2020_H2.xlsx,Sheet1,ATI,Cefepime,cefepime,cefepime
ATI_2020_H2.xlsx,Sheet1,ATI,Cefoperazona / Sulbactam,cefoperazona sulbactam,cefoperazone_sulbactam
ATI_2020_H2.xlsx,Sheet1,ATI,Ceftazidime,ceftazidime,ceftazidime
ATI_2020_H2.xlsx,Sheet1,ATI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Colistin,colistin,colistin
ATI_2020_H2.xlsx,Sheet1,ATI,Gentamicin,gentamicin,gentamicin
ATI_2020_H2.xlsx,Sheet1,ATI,Levofloxacin,levofloxacin,levofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Meropenem,meropenem,meropenem
ATI_2020_H2.xlsx,Sheet1,ATI,Ofloxacin,ofloxacin,ofloxacin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin,piperacilin,piperacillin
ATI_2020_H2.xlsx,Sheet1,ATI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
ATI_2020_H2.xlsx,Sheet1,ATI,Tobramycin,tobramycin,tobramycin
ATI_2021_H1.xlsx,Sheet1,ATI,Amoxicilina,amoxicilina,amoxicillin
ATI_2021_H1.xlsx,Sheet1,ATI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
ATI_2021_H1.xlsx,Sheet1,ATI,Ampicillin,ampicillin,ampicillin
ATI_2021_H1.xlsx,Sheet1,ATI,Ampicillin/sulbactam,ampicillin sulbactam,ampicillin_sulbactam
ATI_2021_H1.xlsx,Sheet1,ATI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
ATI_2021_H1.xlsx,Sheet1,ATI,Cloramfenicol,cloramfenicol,chloramphenicol
ATI_2021_H1.xlsx,Sheet1,ATI,Eritromicina,eritromicina,erythromycin
ATI_2021_H1.xlsx,Sheet1,ATI,Gentamicin,gentamicin,gentamicin
ATI_2021_H1.xlsx,Sheet1,ATI,Linezolid,linezolid,linezolid
ATI_2021_H1.xlsx,Sheet1,ATI,Ofloxacin,ofloxacin,ofloxacin
ATI_2021_H1.xlsx,Sheet1,ATI,Penicillin,penicillin,penicillin
ATI_2021_H1.xlsx,Sheet1,ATI,Piperacilin,piperacilin,piperacillin
ATI_2021_H1.xlsx,Sheet1,ATI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
ATI_2021_H1.xlsx,Sheet1,ATI,Rifampicin,rifampicin,rifampicin
ATI_2021_H1.xlsx,Sheet1,ATI,Teicoplanin,teicoplanin,teicoplanin
ATI_2021_H1.xlsx,Sheet1,ATI,Vancomycin,vancomycin,vancomycin
ATI_2021_H1.xlsx,Sheet1,ATI,Amikacin,amikacin,amikacin
ATI_2021_H1.xlsx,Sheet1,ATI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
ATI_2021_H1.xlsx,Sheet1,ATI,Ampicillin,ampicillin,ampicillin
ATI_2021_H1.xlsx,Sheet1,ATI,Cefepime,cefepime,cefepime
ATI_2021_H1.xlsx,Sheet1,ATI,Cefotaxime,cefotaxime,cefotaxime
ATI_2021_H1.xlsx,Sheet1,ATI,Ceftazidime,ceftazidime,ceftazidime
ATI_2021_H1.xlsx,Sheet1,ATI,Cefuroxime,cefuroxime,cefuroxime
ATI_2021_H1.xlsx,Sheet1,ATI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
ATI_2021_H1.xlsx,Sheet1,ATI,Gentamicin,gentamicin,gentamicin
ATI_2021_H1.xlsx,Sheet1,ATI,Ofloxacin,ofloxacin,ofloxacin
ATI_2021_H1.xlsx,Sheet1,ATI,Piperacilin,piperacilin,piperacillin
ATI_2021_H1.xlsx,Sheet1,ATI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
ATI_2021_H1.xlsx,Sheet1,ATI,Tigeciclina,tigeciclina,tigecycline
ATI_2021_H1.xlsx,Sheet1,ATI,Amikacin,amikacin,amikacin
ATI_2021_H1.xlsx,Sheet1,ATI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
ATI_2021_H1.xlsx,Sheet1,ATI,Ampicillin,ampicillin,ampicillin
ATI_2021_H1.xlsx,Sheet1,ATI,Ampicillin/sulbactam,ampicillin sulbactam,ampicillin_sulbactam
ATI_2021_H1.xlsx,Sheet1,ATI,Cefepime,cefepime,cefepime
ATI_2021_H1.xlsx,Sheet1,ATI,Cefoperazona / Sulbactam,cefoperazona sulbactam,cefoperazone_sulbactam
ATI_2021_H1.xlsx,Sheet1,ATI,Cefotaxime,cefotaxime,cefotaxime
ATI_2021_H1.xlsx,Sheet1,ATI,Ceftazidime,ceftazidime,ceftazidime
ATI_2021_H1.xlsx,Sheet1,ATI,Ceftriaxone,ceftriaxone,ceftriaxone
ATI_2021_H1.xlsx,Sheet1,ATI,Cefuroxime,cefuroxime,cefuroxime
ATI_2021_H1.xlsx,Sheet1,ATI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
ATI_2021_H1.xlsx,Sheet1,ATI,Colistin,colistin,colistin
ATI_2021_H1.xlsx,Sheet1,ATI,Gentamicin,gentamicin,gentamicin
ATI_2021_H1.xlsx,Sheet1,ATI,Imipenem,imipenem,imipenem_cilastatin
ATI_2021_H1.xlsx,Sheet1,ATI,Levofloxacin,levofloxacin,levofloxacin
ATI_2021_H1.xlsx,Sheet1,ATI,Meropenem,meropenem,meropenem
ATI_2021_H1.xlsx,Sheet1,ATI,Netilmicin,netilmicin,netilmicin
ATI_2021_H1.xlsx,Sheet1,ATI,Ofloxacin,ofloxacin,ofloxacin
ATI_2021_H1.xlsx,Sheet1,ATI,Piperacilin,piperacilin,piperacillin
ATI_2021_H1.xlsx,Sheet1,ATI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
ATI_2021_H1.xlsx,Sheet1,ATI,Sulfamethoxazole / Trimethoprim,sulfamethoxazole trimethoprim,trimethoprim_sulfamethoxazole
ATI_2021_H1.xlsx,Sheet1,ATI,Tigeciclina,tigeciclina,tigecycline
ATI_2021_H1.xlsx,Sheet1,ATI,Tobramycin,tobramycin,tobramycin
ATI_2021_H1.xlsx,Sheet1,ATI,Amikacin,amikacin,amikacin
ATI_2021_H1.xlsx,Sheet1,ATI,Amoxicillin / Ac. Clavulanic,amoxicillin ac clavulanic,amoxicillin_clavulanate
ATI_2021_H1.xlsx,Sheet1,ATI,Ampicillin,ampicillin,ampicillin
ATI_2021_H1.xlsx,Sheet1,ATI,Cefepime,cefepime,cefepime
ATI_2021_H1.xlsx,Sheet1,ATI,Cefotaxime,cefotaxime,cefotaxime
ATI_2021_H1.xlsx,Sheet1,ATI,Ceftazidime,ceftazidime,ceftazidime
ATI_2021_H1.xlsx,Sheet1,ATI,Cefuroxime,cefuroxime,cefuroxime
ATI_2021_H1.xlsx,Sheet1,ATI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
ATI_2021_H1.xlsx,Sheet1,ATI,Gentamicin,gentamicin,gentamicin
ATI_2021_H1.xlsx,Sheet1,ATI,Imipenem,imipenem,imipenem_cilastatin
ATI_2021_H1.xlsx,Sheet1,ATI,Meropenem,meropenem,meropenem
ATI_2021_H1.xlsx,Sheet1,ATI,Ofloxacin,ofloxacin,ofloxacin
ATI_2021_H1.xlsx,Sheet1,ATI,Piperacilin,piperacilin,piperacillin
ATI_2021_H1.xlsx,Sheet1,ATI,Piperacilin/Tazobactam,piperacilin tazobactam,piperacillin_tazobactam
ATI_2021_H1.xlsx,Sheet1,ATI,Tigeciclina,tigeciclina,tigecycline
ATI_2021_H1.xlsx,Sheet1,ATI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
ATI_2021_H1.xlsx,Sheet1,ATI,Clindamycin,clindamycin,clindamycin
ATI_2021_H1.xlsx,Sheet1,ATI,Gentamicin,gentamicin,gentamicin
ATI_2021_H1.xlsx,Sheet1,ATI,Linezolid,linezolid,linezolid
ATI_2021_H1.xlsx,Sheet1,ATI,Moxifloxacin,moxifloxacin,moxifloxacin
ATI_2021_H1.xlsx,Sheet1,ATI,Ofloxacin,ofloxacin,ofloxacin
ATI_2021_H1.xlsx,Sheet1,ATI,Rifampicin,rifampicin,rifampicin
ATI_2021_H1.xlsx,Sheet1,ATI,Vancomycin,vancomycin,vancomycin
ATI_2021_H1.xlsx,Sheet1,ATI,Ciprofloxacin,ciprofloxacin,ciprofloxacin
ATI_2021_H1.xlsx,Sheet1,ATI,Clindamycin,clindamycin,clindamycin
ATI_2021_H1.xlsx,Sheet1,ATI,Gentamicin,gentamicin,gentamicin
